person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
30,80606,OWN,18.6,VENTURE,A,34928,19.95,0.43,N,26,1
64,144020,OTHER,23.2,VENTURE,F,16945,14.63,0.12,Y,30,0
60,133048,RENT,8.4,HOMEIMPROVEMENT,C,18791,14.39,0.14,N,26,0
31,118320,RENT,22.8,EDUCATION,A,10659,8.58,0.09,N,4,0
65,56058,OWN,5.6,DEBTCONSOLIDATION,A,26174,8.71,0.47,Y,23,0
26,141543,MORTGAGE,11.0,MEDICAL,C,4722,21.87,0.03,Y,12,0
53,72661,RENT,10.5,PERSONAL,A,15720,11.94,0.22,Y,2,0
30,142405,OWN,17.2,EDUCATION,C,20341,22.42,0.14,Y,11,0
57,153304,OTHER,14.4,PERSONAL,D,33513,16.68,0.22,N,22,1
32,48734,MORTGAGE,2.4,VENTURE,B,27224,23.14,0.56,N,14,1
60,65135,MORTGAGE,17.5,PERSONAL,F,34831,21.48,0.53,Y,8,1
30,104765,OTHER,7.1,HOMEIMPROVEMENT,G,19471,12.9,0.19,Y,14,1
45,63046,OWN,0.7,HOMEIMPROVEMENT,C,25891,5.84,0.41,N,7,0
29,144781,RENT,9.4,EDUCATION,F,27056,11.23,0.19,Y,18,0
38,184978,OTHER,11.3,PERSONAL,F,6418,13.66,0.03,Y,10,0
65,68345,RENT,9.1,PERSONAL,A,6917,12.76,0.1,Y,26,0
31,47664,MORTGAGE,14.5,MEDICAL,C,5242,10.8,0.11,Y,19,0
49,171302,OTHER,6.1,HOMEIMPROVEMENT,C,5477,20.28,0.03,Y,22,1
39,148162,OTHER,3.2,VENTURE,F,27669,19.95,0.19,Y,7,0
20,87645,OTHER,23.6,DEBTCONSOLIDATION,A,29479,10.24,0.34,N,8,0
60,173645,RENT,36.4,DEBTCONSOLIDATION,D,9288,23.03,0.05,N,4,0
46,111937,OTHER,21.8,MEDICAL,C,31343,22.47,0.28,Y,29,0
24,122872,MORTGAGE,2.2,EDUCATION,F,18444,8.06,0.15,Y,26,0
32,100844,MORTGAGE,29.7,PERSONAL,D,5498,21.01,0.05,Y,23,1
30,171623,MORTGAGE,1.0,EDUCATION,F,2173,24.81,0.01,Y,28,1
48,34716,MORTGAGE,21.6,EDUCATION,B,13554,20.52,0.39,N,26,1
49,160709,MORTGAGE,14.3,DEBTCONSOLIDATION,G,4824,8.41,0.03,Y,11,0
57,56602,OWN,0.2,EDUCATION,E,5233,12.13,0.09,Y,3,0
63,102855,OWN,4.4,VENTURE,G,26221,15.95,0.25,Y,28,1
58,122751,OWN,13.4,PERSONAL,G,21970,20.18,0.18,N,25,1
65,45617,MORTGAGE,30.0,HOMEIMPROVEMENT,A,15683,22.75,0.34,N,9,1
64,54240,MORTGAGE,1.8,EDUCATION,D,16923,17.01,0.31,Y,27,0
55,70385,MORTGAGE,11.8,DEBTCONSOLIDATION,G,15702,14.64,0.22,N,13,0
58,163100,MORTGAGE,6.2,DEBTCONSOLIDATION,E,23854,19.75,0.15,Y,8,1
21,147032,OTHER,25.6,PERSONAL,C,27465,18.11,0.19,Y,20,0
52,93708,RENT,13.3,PERSONAL,G,18350,23.75,0.2,N,23,1
57,17269,MORTGAGE,4.7,EDUCATION,B,31080,14.76,1.8,Y,3,0
50,76357,MORTGAGE,10.3,HOMEIMPROVEMENT,F,15671,16.36,0.21,Y,17,1
36,197238,RENT,1.2,DEBTCONSOLIDATION,C,23866,12.89,0.12,N,18,0
63,137602,OWN,19.2,MEDICAL,E,25296,13.1,0.18,Y,16,1
45,109207,RENT,30.7,VENTURE,C,7285,7.96,0.07,Y,19,1
47,145465,OWN,20.0,EDUCATION,C,9200,20.81,0.06,N,2,0
57,74767,MORTGAGE,4.7,PERSONAL,B,26447,17.15,0.35,N,17,0
43,44707,OTHER,16.7,MEDICAL,E,3863,9.34,0.09,Y,15,1
50,147164,RENT,18.4,EDUCATION,C,4894,9.97,0.03,Y,17,0
37,51086,OWN,30.2,EDUCATION,A,14209,24.13,0.28,N,9,0
28,193025,OTHER,1.7,DEBTCONSOLIDATION,E,23157,8.76,0.12,N,30,1
65,17915,RENT,3.4,HOMEIMPROVEMENT,G,32536,21.72,1.82,N,16,0
37,138304,OWN,26.9,DEBTCONSOLIDATION,D,30857,5.74,0.22,Y,20,0
49,149987,RENT,24.1,MEDICAL,G,26017,24.53,0.17,N,20,0
48,71083,OTHER,3.8,PERSONAL,F,13644,20.47,0.19,N,2,0
33,115241,RENT,36.9,HOMEIMPROVEMENT,G,1822,10.87,0.02,Y,24,0
40,122542,MORTGAGE,35.6,PERSONAL,D,11087,21.1,0.09,N,23,0
24,187584,OTHER,38.1,HOMEIMPROVEMENT,E,7110,12.74,0.04,N,7,1
35,90793,RENT,4.7,MEDICAL,E,22245,13.79,0.25,N,16,0
27,48112,OTHER,13.1,VENTURE,F,10973,15.98,0.23,Y,19,0
57,40846,OWN,34.0,HOMEIMPROVEMENT,E,33850,12.34,0.83,Y,10,1
63,162698,RENT,25.0,VENTURE,A,19649,7.0,0.12,N,23,0
41,106445,OWN,18.6,EDUCATION,A,18725,9.29,0.18,N,8,0
40,106576,OTHER,38.8,PERSONAL,D,8577,13.7,0.08,N,10,0
26,81036,MORTGAGE,0.1,PERSONAL,F,18308,5.72,0.23,N,13,0
29,72506,RENT,2.0,VENTURE,C,3144,13.89,0.04,N,7,0
53,52291,OWN,29.3,HOMEIMPROVEMENT,F,22139,19.98,0.42,N,6,1
33,80091,MORTGAGE,39.8,DEBTCONSOLIDATION,D,10278,22.92,0.13,N,5,0
61,166384,OTHER,27.6,VENTURE,D,21583,24.84,0.13,N,25,0
52,130964,OWN,38.2,VENTURE,A,4421,21.79,0.03,N,8,0
64,47453,MORTGAGE,25.9,HOMEIMPROVEMENT,A,28691,18.86,0.6,N,16,1
40,61128,OTHER,0.1,DEBTCONSOLIDATION,A,31660,10.79,0.52,Y,24,1
23,51367,MORTGAGE,15.1,PERSONAL,A,19735,7.42,0.38,Y,15,0
51,131857,MORTGAGE,5.9,PERSONAL,D,7741,24.81,0.06,N,20,0
64,132870,RENT,17.6,EDUCATION,F,21851,5.19,0.16,N,7,0
49,51231,RENT,27.5,EDUCATION,E,7098,14.74,0.14,N,16,0
30,124924,RENT,5.8,MEDICAL,C,16659,24.02,0.13,N,22,0
34,160615,RENT,12.7,MEDICAL,D,18372,22.72,0.11,Y,12,1
38,110650,OTHER,39.6,HOMEIMPROVEMENT,B,3436,18.64,0.03,N,21,1
64,38180,MORTGAGE,28.4,DEBTCONSOLIDATION,C,2650,18.26,0.07,Y,14,0
35,77467,RENT,28.1,VENTURE,B,6633,22.3,0.09,Y,27,0
23,196702,OTHER,15.4,VENTURE,D,21666,10.73,0.11,Y,12,1
60,56860,MORTGAGE,6.3,DEBTCONSOLIDATION,A,27492,24.56,0.48,N,9,0
64,53690,OTHER,36.5,VENTURE,E,1288,12.31,0.02,Y,9,0
53,18394,MORTGAGE,18.1,EDUCATION,A,15152,12.56,0.82,N,29,0
61,156824,OTHER,11.9,MEDICAL,G,24898,7.67,0.16,Y,12,1
48,12918,MORTGAGE,26.6,VENTURE,A,24366,24.28,1.89,Y,21,0
22,157358,OTHER,21.3,MEDICAL,C,6569,7.53,0.04,Y,12,0
57,162709,OTHER,26.2,MEDICAL,E,26527,16.93,0.16,N,9,0
21,19172,OTHER,25.9,MEDICAL,F,23164,6.26,1.21,Y,17,0
57,127109,MORTGAGE,3.0,HOMEIMPROVEMENT,B,31604,22.55,0.25,N,20,0
24,55261,OTHER,32.1,MEDICAL,G,16961,21.14,0.31,N,18,0
62,27337,OTHER,16.9,EDUCATION,A,13434,23.76,0.49,N,26,1
37,189108,OTHER,3.1,EDUCATION,F,28780,20.4,0.15,Y,6,0
28,186985,MORTGAGE,36.1,VENTURE,A,33927,6.9,0.18,Y,5,0
64,38348,OWN,23.3,VENTURE,A,18356,5.87,0.48,N,9,0
39,155176,RENT,32.4,VENTURE,E,7706,14.75,0.05,Y,2,0
53,14749,MORTGAGE,20.6,HOMEIMPROVEMENT,E,1281,11.59,0.09,Y,19,1
21,60486,OWN,11.3,PERSONAL,C,2684,16.06,0.04,Y,24,0
23,98893,OTHER,39.2,DEBTCONSOLIDATION,B,22865,24.14,0.23,N,27,0
57,19971,OWN,38.5,EDUCATION,A,6870,13.22,0.34,N,20,0
21,45939,RENT,6.4,MEDICAL,D,29861,21.59,0.65,N,6,1
29,194982,MORTGAGE,22.6,EDUCATION,D,10900,6.03,0.06,N,21,0
55,79064,MORTGAGE,24.0,EDUCATION,D,794,22.24,0.01,Y,2,1
25,199790,MORTGAGE,29.8,MEDICAL,D,23696,14.91,0.12,Y,26,0
42,138704,RENT,8.4,MEDICAL,E,23133,21.99,0.17,N,9,0
56,187055,OTHER,11.6,PERSONAL,D,18238,12.03,0.1,N,6,0
65,157728,MORTGAGE,7.6,EDUCATION,G,8828,21.94,0.06,Y,17,0
37,154856,OTHER,15.4,PERSONAL,B,27580,6.97,0.18,Y,23,0
43,105168,OTHER,10.1,HOMEIMPROVEMENT,D,8270,15.08,0.08,Y,24,1
52,62449,OWN,12.5,PERSONAL,E,14868,12.38,0.24,N,28,1
60,134210,MORTGAGE,22.6,HOMEIMPROVEMENT,A,11771,5.3,0.09,N,13,0
32,56603,MORTGAGE,26.6,HOMEIMPROVEMENT,D,9810,24.04,0.17,N,24,1
35,118610,OWN,3.3,EDUCATION,D,22812,9.61,0.19,N,5,0
59,169209,MORTGAGE,38.6,DEBTCONSOLIDATION,D,2644,8.22,0.02,Y,30,0
25,129105,OTHER,3.2,PERSONAL,D,9016,16.28,0.07,N,29,0
28,111338,MORTGAGE,10.7,EDUCATION,G,24404,18.34,0.22,N,5,0
61,83891,OWN,24.9,PERSONAL,F,14718,8.73,0.18,Y,25,0
53,123032,OTHER,38.7,HOMEIMPROVEMENT,F,3772,22.77,0.03,N,22,0
36,133389,OTHER,25.8,EDUCATION,G,3890,19.25,0.03,Y,4,0
23,87404,RENT,22.1,HOMEIMPROVEMENT,C,16680,19.83,0.19,Y,14,1
25,178404,OTHER,18.8,VENTURE,G,23161,17.89,0.13,Y,29,0
38,47346,OWN,13.0,HOMEIMPROVEMENT,B,8998,7.68,0.19,Y,13,0
51,135014,OTHER,30.8,VENTURE,D,17031,12.24,0.13,N,3,1
26,182587,MORTGAGE,7.5,PERSONAL,C,34993,11.18,0.19,Y,9,0
32,149262,OWN,23.3,VENTURE,F,32559,15.84,0.22,N,7,0
21,184890,MORTGAGE,18.5,DEBTCONSOLIDATION,F,16660,12.37,0.09,N,16,0
23,110484,OWN,27.3,EDUCATION,E,22804,9.83,0.21,Y,6,0
40,91392,OTHER,3.2,VENTURE,F,31577,16.84,0.35,N,15,0
48,179042,OTHER,21.0,PERSONAL,E,34367,20.75,0.19,Y,24,1
25,68936,MORTGAGE,24.7,MEDICAL,G,21997,24.56,0.32,Y,24,0
27,196736,MORTGAGE,29.9,EDUCATION,B,22270,24.22,0.11,Y,4,0
49,66036,OTHER,19.5,VENTURE,B,26781,18.49,0.41,N,30,0
38,157514,OTHER,27.2,HOMEIMPROVEMENT,A,31871,16.08,0.2,Y,27,0
28,15328,RENT,22.0,DEBTCONSOLIDATION,A,2023,20.78,0.13,Y,25,1
52,116902,OTHER,23.8,VENTURE,B,21454,6.72,0.18,N,12,0
26,76416,RENT,22.6,VENTURE,D,6932,17.65,0.09,Y,23,0
20,196953,MORTGAGE,25.2,MEDICAL,E,32202,23.0,0.16,N,7,0
50,186524,MORTGAGE,35.1,DEBTCONSOLIDATION,F,26326,13.47,0.14,Y,21,1
53,62002,RENT,38.0,MEDICAL,A,30426,7.49,0.49,N,6,0
24,57196,OWN,34.6,MEDICAL,B,15901,11.55,0.28,N,16,0
48,188217,OTHER,19.9,EDUCATION,C,9024,12.76,0.05,N,19,0
40,22606,OWN,26.6,PERSONAL,C,29178,16.99,1.29,N,2,0
50,29664,OWN,34.7,PERSONAL,G,27562,6.71,0.93,Y,17,0
45,113032,OTHER,24.2,VENTURE,G,18388,14.49,0.16,Y,16,1
30,85977,OWN,14.7,VENTURE,E,16555,20.65,0.19,Y,8,1
32,111412,MORTGAGE,28.6,MEDICAL,C,29695,19.55,0.27,N,17,0
20,134400,RENT,29.8,DEBTCONSOLIDATION,D,12025,15.45,0.09,Y,22,1
49,111189,MORTGAGE,37.9,VENTURE,F,5217,8.67,0.05,N,4,0
64,177512,OWN,26.3,DEBTCONSOLIDATION,B,7533,20.42,0.04,N,7,0
48,97489,OTHER,27.9,MEDICAL,B,3006,16.66,0.03,Y,22,0
41,113087,OTHER,8.7,PERSONAL,A,26312,9.02,0.23,Y,24,0
23,104031,RENT,15.6,PERSONAL,D,33950,14.25,0.33,Y,29,1
52,38336,RENT,8.2,DEBTCONSOLIDATION,C,13306,22.47,0.35,N,25,0
62,175412,OWN,24.2,MEDICAL,B,32136,23.44,0.18,Y,26,0
40,162238,OTHER,17.6,VENTURE,F,4510,11.69,0.03,N,18,0
65,19681,OTHER,3.6,EDUCATION,F,25677,17.18,1.3,Y,12,1
55,57993,OTHER,0.4,DEBTCONSOLIDATION,B,16706,9.34,0.29,Y,8,0
45,143513,OWN,18.8,MEDICAL,D,1791,8.13,0.01,Y,15,0
54,85268,RENT,14.4,VENTURE,A,9374,19.84,0.11,Y,18,1
64,173945,MORTGAGE,2.5,HOMEIMPROVEMENT,C,27610,20.06,0.16,N,15,0
43,98079,OWN,6.2,DEBTCONSOLIDATION,C,24193,22.66,0.25,N,19,0
21,124603,OWN,0.2,DEBTCONSOLIDATION,B,10188,15.94,0.08,Y,21,0
35,103536,OWN,21.7,VENTURE,E,33127,7.08,0.32,Y,13,0
58,180110,OTHER,12.0,EDUCATION,D,34988,18.28,0.19,N,10,0
63,104355,MORTGAGE,1.4,DEBTCONSOLIDATION,B,34573,9.91,0.33,Y,5,0
42,189383,RENT,21.1,PERSONAL,E,31969,11.32,0.17,N,28,0
42,16700,MORTGAGE,21.7,DEBTCONSOLIDATION,A,21475,15.6,1.29,Y,2,1
61,155767,OTHER,19.5,VENTURE,G,17539,10.07,0.11,N,4,0
48,149300,OTHER,15.1,VENTURE,G,19877,12.77,0.13,N,9,0
34,88734,OTHER,17.7,DEBTCONSOLIDATION,E,27266,24.48,0.31,Y,17,1
29,50951,OTHER,36.8,EDUCATION,E,8000,17.32,0.16,Y,13,1
33,137119,MORTGAGE,8.3,DEBTCONSOLIDATION,D,16548,10.77,0.12,N,3,0
30,40226,MORTGAGE,0.3,DEBTCONSOLIDATION,A,17047,14.46,0.42,N,2,0
61,157763,OTHER,6.6,PERSONAL,C,23791,23.99,0.15,N,16,0
46,108998,RENT,22.9,DEBTCONSOLIDATION,C,8026,17.13,0.07,Y,16,0
51,198926,OWN,15.6,MEDICAL,B,29415,17.91,0.15,N,18,0
39,142635,MORTGAGE,36.1,MEDICAL,D,8132,9.89,0.06,N,10,0
58,112315,RENT,36.8,EDUCATION,G,21480,8.62,0.19,N,10,0
50,82788,OWN,17.5,EDUCATION,A,9780,9.45,0.12,N,18,0
43,110529,RENT,31.4,HOMEIMPROVEMENT,A,34523,14.38,0.31,N,17,0
62,150998,OWN,5.1,EDUCATION,G,3153,17.79,0.02,Y,3,1
20,93804,MORTGAGE,14.0,PERSONAL,D,15580,12.6,0.17,N,11,1
56,27604,OWN,11.1,EDUCATION,C,27287,7.51,0.99,N,5,0
32,169925,OWN,9.9,PERSONAL,G,27135,11.72,0.16,Y,13,0
32,197087,MORTGAGE,24.5,VENTURE,C,1819,16.41,0.01,Y,18,1
65,41467,OTHER,36.6,HOMEIMPROVEMENT,D,32533,20.28,0.78,N,22,1
61,154711,OWN,31.1,VENTURE,B,30978,22.04,0.2,N,9,1
50,129447,OWN,23.2,HOMEIMPROVEMENT,F,16704,22.35,0.13,N,15,1
51,182319,OTHER,20.1,MEDICAL,C,1229,20.82,0.01,Y,23,0
37,105367,RENT,17.7,EDUCATION,E,26696,8.14,0.25,Y,23,1
48,170472,OWN,28.4,DEBTCONSOLIDATION,B,27026,12.11,0.16,N,18,0
38,111138,OWN,0.6,HOMEIMPROVEMENT,C,5638,19.76,0.05,N,17,1
49,125887,MORTGAGE,8.1,HOMEIMPROVEMENT,G,29486,8.29,0.23,N,19,1
57,154983,OTHER,26.8,HOMEIMPROVEMENT,F,33321,11.08,0.21,N,12,0
32,191058,RENT,14.6,DEBTCONSOLIDATION,D,22699,17.37,0.12,N,6,0
33,172323,MORTGAGE,1.3,VENTURE,F,2075,11.98,0.01,Y,29,1
58,118896,OTHER,7.3,EDUCATION,E,7496,11.35,0.06,Y,19,0
21,58014,OTHER,34.6,HOMEIMPROVEMENT,C,15205,14.0,0.26,Y,5,1
56,54734,MORTGAGE,3.4,VENTURE,A,31920,9.83,0.58,N,24,1
22,148721,MORTGAGE,21.2,PERSONAL,D,17592,18.67,0.12,Y,29,1
53,42406,OTHER,17.7,EDUCATION,E,26364,13.51,0.62,N,3,0
50,136025,MORTGAGE,39.8,MEDICAL,E,23812,13.98,0.18,Y,25,0
40,86181,RENT,32.4,MEDICAL,F,29461,14.63,0.34,Y,13,0
38,20249,OWN,13.1,DEBTCONSOLIDATION,E,33411,15.96,1.65,Y,22,1
40,95284,OTHER,6.0,MEDICAL,D,33520,10.84,0.35,N,27,0
29,22180,RENT,6.1,PERSONAL,A,19260,6.71,0.87,Y,27,1
39,162005,OWN,4.7,VENTURE,A,34775,18.42,0.21,N,26,0
27,32541,MORTGAGE,25.4,DEBTCONSOLIDATION,D,29121,6.79,0.89,N,2,0
48,183949,MORTGAGE,1.8,PERSONAL,G,20939,11.71,0.11,N,3,0
55,163920,OWN,5.2,VENTURE,A,27116,22.48,0.17,Y,22,0
58,90674,OWN,13.3,DEBTCONSOLIDATION,C,33674,23.91,0.37,Y,27,0
33,157435,OWN,16.1,VENTURE,B,11296,11.09,0.07,N,26,0
26,137012,RENT,21.0,EDUCATION,B,23403,6.29,0.17,N,29,0
31,78323,MORTGAGE,25.9,HOMEIMPROVEMENT,F,27171,13.03,0.35,Y,23,0
22,19139,MORTGAGE,14.3,HOMEIMPROVEMENT,F,1691,10.46,0.09,N,17,0
40,37391,MORTGAGE,0.4,HOMEIMPROVEMENT,D,7675,19.77,0.21,Y,20,1
48,65248,RENT,19.9,PERSONAL,E,33339,24.37,0.51,N,15,0
55,36908,OWN,35.7,EDUCATION,G,19771,12.59,0.54,Y,23,1
26,105639,RENT,4.0,MEDICAL,C,17612,23.55,0.17,N,6,0
34,39282,OWN,34.6,EDUCATION,D,7578,7.54,0.19,N,20,0
45,55145,OWN,31.5,HOMEIMPROVEMENT,C,33148,20.84,0.6,N,17,1
22,155587,RENT,25.2,DEBTCONSOLIDATION,E,30079,7.39,0.19,Y,22,1
41,140032,RENT,37.3,PERSONAL,C,11804,12.65,0.08,Y,10,0
36,127387,RENT,35.9,MEDICAL,A,17861,10.25,0.14,Y,13,1
36,84430,MORTGAGE,27.3,HOMEIMPROVEMENT,F,9900,16.99,0.12,N,25,0
43,77358,RENT,26.4,HOMEIMPROVEMENT,G,8004,21.7,0.1,N,19,1
58,142640,OTHER,33.1,EDUCATION,A,12909,21.21,0.09,Y,16,1
45,95265,OWN,12.5,EDUCATION,G,31644,18.4,0.33,Y,24,0
38,182987,RENT,12.4,MEDICAL,G,18211,5.07,0.1,Y,15,0
32,102354,OWN,11.3,MEDICAL,C,22879,12.71,0.22,Y,6,0
47,198710,OWN,33.2,EDUCATION,E,17266,23.78,0.09,N,13,1
20,160900,MORTGAGE,10.9,EDUCATION,G,24225,20.45,0.15,N,12,1
45,151863,RENT,20.4,MEDICAL,F,34945,23.45,0.23,Y,16,1
24,49661,OTHER,7.5,MEDICAL,A,12580,18.13,0.25,Y,17,0
26,75072,OWN,16.3,EDUCATION,D,16717,9.88,0.22,N,6,0
47,125072,MORTGAGE,17.4,HOMEIMPROVEMENT,C,33701,20.87,0.27,Y,20,0
38,110873,OTHER,25.6,VENTURE,G,19782,16.67,0.18,Y,20,1
58,170058,OWN,31.5,EDUCATION,D,32546,11.93,0.19,N,7,0
45,117182,MORTGAGE,28.4,HOMEIMPROVEMENT,A,22148,9.6,0.19,N,30,0
52,64850,OWN,1.3,PERSONAL,D,8589,23.04,0.13,Y,29,1
48,166466,RENT,13.7,MEDICAL,A,14090,16.09,0.08,Y,8,1
61,93597,RENT,20.5,PERSONAL,D,26898,10.59,0.29,Y,7,1
28,150966,RENT,34.7,HOMEIMPROVEMENT,B,33316,15.57,0.22,N,8,1
42,82359,OWN,22.5,HOMEIMPROVEMENT,A,24058,14.69,0.29,N,27,0
40,161991,RENT,0.9,VENTURE,G,28438,5.25,0.18,N,29,1
65,109629,MORTGAGE,2.4,VENTURE,A,9750,13.21,0.09,Y,27,1
51,154754,OWN,5.8,MEDICAL,A,10095,22.38,0.07,N,22,1
35,98434,RENT,38.2,EDUCATION,A,4454,15.59,0.05,Y,4,0
50,170838,OTHER,36.9,PERSONAL,D,9409,19.18,0.06,Y,3,0
59,135203,MORTGAGE,7.4,VENTURE,E,26429,13.37,0.2,N,3,0
33,119772,RENT,30.5,HOMEIMPROVEMENT,G,11245,7.27,0.09,Y,16,0
50,61370,RENT,21.0,VENTURE,A,18887,20.09,0.31,Y,8,0
58,50646,RENT,36.5,MEDICAL,G,26134,8.54,0.52,Y,17,1
31,180910,MORTGAGE,19.7,HOMEIMPROVEMENT,G,21888,22.86,0.12,N,21,0
54,148844,OWN,2.5,EDUCATION,D,15469,15.66,0.1,N,7,1
33,55330,OWN,23.0,DEBTCONSOLIDATION,F,11946,24.28,0.22,N,10,1
38,165361,OWN,22.0,MEDICAL,D,24605,10.83,0.15,Y,18,0
39,104635,MORTGAGE,18.2,PERSONAL,A,31665,21.28,0.3,Y,25,0
47,66802,OTHER,16.4,HOMEIMPROVEMENT,G,34791,9.84,0.52,N,13,0
61,105814,RENT,11.2,MEDICAL,E,16491,15.79,0.16,N,3,1
51,131837,RENT,24.7,PERSONAL,F,12839,7.31,0.1,Y,5,0
24,69512,MORTGAGE,39.7,DEBTCONSOLIDATION,E,654,10.66,0.01,Y,9,1
43,186509,OTHER,23.2,MEDICAL,A,8071,5.98,0.04,N,14,0
59,187518,OWN,39.6,EDUCATION,C,12662,5.14,0.07,N,7,0
44,24302,OWN,3.1,VENTURE,F,18609,7.61,0.77,N,14,0
34,70582,RENT,15.2,MEDICAL,A,10734,8.81,0.15,Y,4,0
64,127670,RENT,24.1,HOMEIMPROVEMENT,C,21237,14.3,0.17,N,3,0
27,168262,MORTGAGE,1.2,PERSONAL,E,1261,5.11,0.01,N,15,0
34,177165,MORTGAGE,6.3,VENTURE,B,24407,16.96,0.14,Y,17,0
35,104767,OWN,10.5,EDUCATION,F,2343,8.0,0.02,Y,27,0
53,108663,OTHER,39.8,PERSONAL,D,27645,11.53,0.25,N,2,1
57,53937,OWN,14.7,VENTURE,D,29584,10.75,0.55,N,20,1
50,32400,OTHER,13.5,EDUCATION,B,33005,22.27,1.02,N,24,0
42,52785,OTHER,39.4,MEDICAL,E,30947,23.88,0.59,Y,14,0
55,75345,RENT,19.1,PERSONAL,C,7926,6.87,0.11,N,7,0
27,51212,MORTGAGE,28.1,HOMEIMPROVEMENT,C,24372,22.74,0.48,N,16,1
63,63448,OTHER,3.0,DEBTCONSOLIDATION,D,17781,6.85,0.28,Y,23,0
58,94194,MORTGAGE,36.2,MEDICAL,F,4006,15.85,0.04,N,25,0
32,76628,RENT,35.7,DEBTCONSOLIDATION,G,6448,23.66,0.08,N,30,0
49,17583,OTHER,4.2,DEBTCONSOLIDATION,A,7928,7.07,0.45,Y,16,1
34,33717,RENT,18.2,PERSONAL,B,21333,14.4,0.63,N,13,0
47,78033,RENT,1.2,HOMEIMPROVEMENT,A,21287,10.82,0.27,Y,26,0
23,196019,OTHER,22.1,EDUCATION,G,19564,6.5,0.1,N,29,1
37,190486,OWN,12.1,DEBTCONSOLIDATION,F,5068,21.72,0.03,N,30,0
40,86452,OTHER,37.7,EDUCATION,C,10058,7.54,0.12,Y,22,0
38,43107,RENT,31.9,VENTURE,E,17651,13.01,0.41,Y,18,0
58,101149,RENT,25.1,MEDICAL,E,10252,9.76,0.1,N,14,0
24,139825,MORTGAGE,17.0,MEDICAL,B,15810,6.97,0.11,N,26,0
57,92437,RENT,17.2,MEDICAL,F,19373,7.07,0.21,Y,17,0
61,37322,OWN,25.7,MEDICAL,F,28371,19.86,0.76,Y,22,1
63,13114,OTHER,21.7,DEBTCONSOLIDATION,A,32188,15.71,2.45,N,16,0
23,39222,OWN,39.4,MEDICAL,A,21649,17.68,0.55,N,22,1
39,140628,OWN,9.5,DEBTCONSOLIDATION,B,24821,24.71,0.18,N,9,0
58,135256,RENT,3.8,VENTURE,E,24109,8.12,0.18,N,28,0
62,194126,OTHER,31.9,MEDICAL,A,17153,24.67,0.09,Y,17,1
27,145879,MORTGAGE,24.9,HOMEIMPROVEMENT,E,29839,10.37,0.2,Y,25,0
30,158022,RENT,13.1,DEBTCONSOLIDATION,C,2630,16.98,0.02,N,20,0
24,149103,MORTGAGE,17.9,EDUCATION,D,26597,15.11,0.18,N,8,0
58,168755,OWN,11.5,VENTURE,F,6716,6.81,0.04,N,29,0
64,199021,OTHER,7.1,VENTURE,E,2199,15.21,0.01,Y,14,0
32,33338,RENT,6.0,DEBTCONSOLIDATION,G,8216,14.21,0.25,N,21,1
55,48933,OWN,8.4,PERSONAL,B,22082,12.8,0.45,N,6,0
64,195714,OWN,20.8,MEDICAL,G,28609,7.47,0.15,Y,24,0
27,78473,RENT,7.6,EDUCATION,D,32911,8.77,0.42,Y,12,0
34,193379,OTHER,34.5,EDUCATION,G,7134,18.52,0.04,N,25,1
58,76225,OWN,1.4,HOMEIMPROVEMENT,B,32032,10.22,0.42,N,22,0
24,171903,MORTGAGE,5.7,PERSONAL,G,22080,24.93,0.13,Y,23,0
41,69303,RENT,34.5,HOMEIMPROVEMENT,C,24020,18.78,0.35,N,17,0
65,169089,OWN,15.8,DEBTCONSOLIDATION,G,12436,14.77,0.07,N,20,0
29,68334,RENT,16.9,DEBTCONSOLIDATION,G,5182,7.55,0.08,Y,4,1
26,36732,RENT,9.6,EDUCATION,A,7506,5.59,0.2,N,8,0
63,21626,OWN,34.7,VENTURE,E,18779,24.09,0.87,N,24,0
26,54703,OWN,5.6,DEBTCONSOLIDATION,B,12385,9.56,0.23,Y,3,0
35,147290,MORTGAGE,35.5,VENTURE,A,20449,9.14,0.14,Y,9,0
53,102604,OTHER,38.4,EDUCATION,D,11605,7.48,0.11,Y,15,0
55,58707,OWN,15.0,PERSONAL,E,927,17.35,0.02,Y,16,1
26,173733,OWN,3.0,VENTURE,G,20265,10.4,0.12,Y,19,1
48,177234,MORTGAGE,39.4,VENTURE,F,15659,15.87,0.09,Y,9,0
48,26043,MORTGAGE,23.0,VENTURE,B,20567,21.85,0.79,N,11,1
51,13999,RENT,12.8,EDUCATION,C,21596,18.0,1.54,Y,29,1
36,154643,RENT,26.7,HOMEIMPROVEMENT,A,12243,16.29,0.08,Y,18,0
23,45725,MORTGAGE,19.7,HOMEIMPROVEMENT,E,11377,24.23,0.25,N,25,1
49,28389,MORTGAGE,17.0,MEDICAL,A,21545,22.69,0.76,Y,8,0
48,14230,OTHER,16.4,DEBTCONSOLIDATION,D,4488,17.89,0.32,N,8,0
34,33753,RENT,22.9,PERSONAL,F,28729,18.94,0.85,Y,20,1
34,16700,OWN,19.6,DEBTCONSOLIDATION,A,12972,10.11,0.78,Y,9,1
59,30230,OTHER,0.3,EDUCATION,D,14341,5.55,0.47,Y,27,1
28,23328,RENT,11.5,MEDICAL,E,8992,5.9,0.39,Y,27,1
